,pipe-dia,pipe-mat,pipe-bd,先前失效,pipe-pre,pipe-len,pipe-age,a7
1357,100,0,0.8,0,0.36,78.826,25,0
1358,300,0,1.3,0,0.25,8.597,22,0
1359,300,0,1.4,0,0.19,10.03,29,0
1360,100,0,1.4,0,0.22,27.322,18,0
1361,100,0,1.4,1,0.31,64.647,22,0
1362,100,1,1.4,0,0.15,61.644,20,0
1363,150,1,0.8,0,0.32,50.336,20,0
1364,200,1,0.8,0,0.33,4.57,20,0
1365,200,1,1.3,0,0.31,1.737,20,0
1366,200,1,0.8,0,0.22,8.148,20,0
1367,200,1,0.801,0,0.28,2.253,20,0
1368,200,1,0.802,0,0.29,5.802,20,0
1369,200,1,0.803,0,0.29,2.352,20,0
1370,200,1,0.805,1,0.21,1.215,20,0
1371,200,1,0.806,0,0.29,5.843,20,0
1372,200,1,0.807,0,0.26,0.143,20,0
1373,200,6,1.7,0,0.22,5.294,16,0
1374,200,6,1.9,0,0.28,3.401,14,0
1375,200,6,1.9,0,0.39,2.088,14,0
1376,200,6,1.8,0,0.22,1.654,14,0
1377,400,5,0.5,0,0.36,3.318,7,0
1378,600,5,0.8,0,0.22,0.865,25,0
1379,600,3,1.1,0,0.21,4.077,40,0
1380,600,3,1.2,0,0.19,2.487,29,0
1381,600,2,1.201,0,0.25,3.524,27,0
1382,600,2,1.202,0,0.29,1.151,26,0
1383,600,4,0.8,0,0.32,2.263,26,0
1384,600,2,0.4,0,0.33,6.309,14,0
1385,500,2,0.5,0,0.32,1.331,14,0
1386,500,2,0.4,0,0.38,1.281,23,0
1387,500,2,0.3,0,0.24,4.809,18,0
1388,500,2,0.4,0,0.25,1.436,18,0
1389,500,0,1.1,0,0.23,1.005,25,0
1390,500,0,1.2,1,0.31,1.427,29,0
1391,600,0,1.1,0,0.29,1.436,29,0
1392,50,2,1.2,0,0.23,2.132,26,0
1393,50,2,1.1,1,0.22,1.143,26,0
1394,50,2,1.1,0,0.37,1.124,14,0
1395,50,2,1.2,0,0.16,0.937,23,0
1396,50,2,1.1,0,0.22,0.667,18,0
1397,50,2,0.5,0,0.29,0.951,18,0
1398,50,2,1.4,0,0.23,1.291,18,0
1399,50,2,0.4,0,0.21,0.325,18,0
1400,100,1,1.803,0,0.28,2.352,20,0
1401,200,1,0.806,0,0.26,5.843,20,0
1402,200,1,0.807,0,0.19,0.143,20,0
1403,200,6,0.808,0,0.34,25.714,24,0
1404,200,6,0.5,1,0.27,14.2,22,0
1405,200,6,1.3,0,0.26,5.843,37,0
1406,100,6,1.2,0,0.23,13.3,27,0
1407,200,6,1.1,0,0.34,6.679,24,0
1408,200,6,1.2,0,0.23,2.122,25,0
1409,200,5,0.9,0,0.26,0.65,36,0
1410,100,6,1.7,0,0.32,5.294,16,0
1411,300,6,1.9,0,0.16,3.401,14,0
1412,400,6,1.9,0,0.22,2.088,14,0
1413,100,3,1.1,0,0.19,4.077,40,0
1414,200,3,1.2,0,0.24,2.487,29,0
1415,200,2,1.201,0,0.31,3.524,27,0
1416,200,2,1.202,0,0.22,1.151,26,0
1417,150,4,1.1,0,0.29,4.077,24,0
1418,150,4,1.201,0,0.26,3.524,21,0
1419,150,4,1.202,0,0.33,1.151,21,0
1420,200,4,0.8,0,0.21,2.263,21,0
1421,200,3,1.1,0,0.33,4.077,40,0
1422,200,3,1.2,0,0.35,2.487,29,0
1423,600,2,1.201,0,0.32,3.524,27,0
1424,600,2,1.202,0,0.29,1.151,26,0
1425,100,4,0.8,0,0.25,2.263,26,0
1426,100,3,1.1,0,0.24,4.077,40,0
1427,100,3,1.2,0,0.27,2.487,29,0
1428,50,2,1.1,0,0.19,3.524,27,0
1429,50,2,1.1,0,0.26,1.151,26,0
1430,50,4,1.2,0,0.33,2.263,20,0
1431,50,4,1.1,0,0.32,5.843,22,0
1432,50,4,1.1,0,0.37,0.143,22,0
1433,50,4,1.2,0,0.25,25.714,26,0
1434,150,4,1.1,0,0.34,14.2,26,0
1435,150,4,1.1,0,0.32,13.3,26,0
1436,150,4,0.5,0,0.19,1.4,26,0
1437,300,0,1.3,0,0.35,8.597,22,0
1438,300,0,1.4,0,0.24,10.03,29,0
1439,100,0,1.4,0,0.17,27.322,18,0
1440,100,0,1.4,1,0.29,64.647,22,0
1441,100,1,1.4,0,0.23,61.644,20,0
1442,150,1,0.8,0,0.34,50.336,20,0
1443,200,1,0.8,0,0.26,4.57,20,0
1444,100,1,1.0,1,0.31,82.457,28,0
1445,100,1,1.4,0,0.22,61.644,20,0
1446,100,1,1.2,1,0.28,1.74,20,0
1447,150,1,0.8,0,0.29,50.336,20,0
1448,200,1,0.8,0,0.29,4.57,20,0
1449,200,1,1.3,0,0.26,1.737,20,0
1450,200,1,0.8,0,0.19,8.148,20,0
1451,200,1,0.801,0,0.24,2.253,20,0
1452,200,1,0.802,0,0.27,5.802,20,0
1453,200,1,0.803,0,0.29,2.352,20,0
1454,200,1,0.804,1,0.26,72.041,30,0
1455,200,1,0.805,1,0.33,1.215,20,0
1456,200,1,0.806,0,0.26,5.843,20,0
1457,200,1,0.807,0,0.31,0.143,20,0
1458,200,1,0.808,0,0.31,0.144,20,0
1459,200,1,0.801,0,0.28,2.253,20,0
1460,200,1,0.802,0,0.29,5.802,20,0
1461,200,1,0.903,0,0.23,2.352,20,0
1462,200,1,0.805,1,0.23,1.215,20,0
1463,200,1,0.806,0,0.25,5.843,20,0
1464,200,0,1.6,0,0.23,9.585,27,0
1465,200,0,1.7,0,0.32,2.495,26,0
1466,150,1,0.8,0,0.23,50.336,20,0
1467,200,1,0.8,0,0.32,4.57,20,0
1468,200,1,1.3,0,0.27,1.737,20,0
1469,200,1,0.9,0,0.16,8.148,20,0
1470,200,1,0.801,0,0.22,2.253,20,0
1471,200,1,0.802,0,0.19,5.802,20,0
1472,200,1,0.803,0,0.25,2.352,20,0
1473,200,1,0.803,1,0.22,1.215,20,0
1474,200,1,0.806,1,0.28,5.843,20,0
1475,200,1,0.507,1,0.29,0.143,20,0
1476,200,1,0.5,1,0.31,0.62,37,0
1477,200,1,1.1,1,0.29,5.843,40,0
1478,200,1,1.7,1,0.26,5.294,16,0
1479,200,1,1.9,1,0.31,3.401,14,0
1480,200,1,0.802,1,0.31,5.802,20,0
1481,200,1,0.803,1,0.23,2.352,20,0
1482,200,1,0.805,1,0.32,1.215,20,0
1483,200,1,0.806,1,0.19,5.843,20,0
1484,200,1,0.807,1,0.35,0.143,20,0
1485,200,1,1.7,0,0.31,5.294,16,0
1486,200,1,1.9,0,0.22,3.401,14,0
1487,200,1,1.9,0,0.28,2.088,14,0
1488,200,1,1.8,0,0.29,1.654,14,0
1489,200,1,1.3,0,0.32,2.773,22,0
1490,200,1,0.4,0,0.19,11.464,15,0
1491,200,1,0.401,0,0.24,10.287,16,0
1492,200,1,0.402,0,0.17,13.247,16,0
1493,200,1,0.403,0,0.29,5.122,15,0
1494,200,1,0.404,0,0.26,11.511,15,0
1495,200,1,0.405,1,0.34,6.861,26,0
1496,200,1,0.406,0,0.26,3.524,29,0
1497,200,1,0.407,0,0.22,3.327,30,0
1498,200,1,0.408,0,0.22,4.541,26,0
1499,200,1,0.409,0,0.29,3.13,29,0
1500,200,1,0.41,0,0.3,9.585,27,0
1501,200,1,0.411,0,0.29,2.495,26,0
1502,200,1,0.412,1,0.26,0.74,26,0
1503,200,1,1.2,1,0.23,6.861,26,0
1504,200,1,1.2,0,0.25,1.403,26,0
1505,550,1,1.7,1,0.26,55.947,27,0
1506,550,0,1.4,0,0.25,63.515,26,0
1507,550,0,1.0,0,0.32,4.198,26,0
1508,550,0,1.4,0,0.19,1.753,26,0
1509,550,0,1.2,0,0.35,128.076,27,0
1510,550,0,0.8,0,0.24,33.741,18,0
1511,550,0,0.8,0,0.17,1.007,18,0
1512,550,0,0.8,0,0.29,48.047,25,0
1513,550,0,0.8,0,0.26,78.826,25,0
1514,550,0,1.3,0,0.23,8.597,22,0
1515,550,0,1.4,1,0.25,10.03,29,0
1516,550,0,1.4,1,0.34,27.322,18,0
1517,550,0,1.4,1,0.26,64.647,22,0
1518,550,1,1.4,1,0.22,61.644,20,0
1519,550,1,0.8,1,0.29,50.336,20,0
1520,550,1,0.8,1,0.3,4.57,20,0
1521,550,1,1.3,1,0.29,1.737,20,0
1522,200,1,0.8,1,0.26,8.148,20,0
1523,200,1,0.801,1,0.23,2.253,20,0
1524,200,1,0.802,1,0.25,5.802,20,0
1525,200,1,0.803,1,0.32,2.352,20,0
1526,200,1,0.805,1,0.35,1.215,20,0
1527,200,1,0.807,0,0.17,0.143,20,0
1528,200,6,1.7,0,0.29,5.294,16,0
1529,200,6,1.9,0,0.26,3.401,14,0
1530,200,6,1.9,0,0.23,2.088,14,0
1531,200,6,1.8,0,0.25,1.654,14,0
1532,400,5,0.5,0,0.29,3.318,7,0
1533,600,5,0.8,0,0.25,0.865,25,0
1534,600,3,1.1,0,0.34,4.077,40,0
1535,600,3,1.2,1,0.26,2.487,29,0
1536,600,2,1.201,0,0.22,3.524,27,0
1537,600,2,1.202,0,0.22,1.151,26,0
1538,600,4,0.8,0,0.31,2.263,26,0
1539,200,0,0.8,0,0.35,1.007,18,0
1540,200,0,0.8,0,0.24,48.047,25,0
1541,100,0,0.8,0,0.17,78.826,25,0
1542,300,0,1.3,0,0.29,8.597,22,0
1543,300,0,1.4,0,0.26,10.03,29,0
1544,100,0,1.4,0,0.23,27.322,18,0
1545,100,0,1.4,1,0.32,64.647,22,0
1546,100,1,1.4,0,0.16,61.644,20,0
1547,150,1,0.8,0,0.19,50.336,20,0
1548,200,1,0.8,0,0.21,4.57,20,0
1549,200,1,1.3,0,0.31,1.737,20,0
1550,200,1,0.8,0,0.22,8.148,20,0
1551,200,1,0.801,0,0.28,2.253,20,0
1552,200,1,0.802,0,0.29,5.802,20,0
1553,200,1,0.803,0,0.23,2.352,20,0
1554,200,1,0.805,1,0.23,1.215,20,0
1555,200,1,0.806,0,0.25,5.843,20,0
1556,200,1,0.807,0,0.32,0.143,20,0
1557,200,0,1.6,0,0.23,9.585,27,0
1558,200,0,1.7,0,0.32,2.495,26,0
1559,200,0,1.3,1,0.27,0.74,26,0
1560,200,0,1.2,1,0.16,6.861,26,0
1561,200,0,1.2,0,0.22,1.403,26,0
1562,100,0,1.4,0,0.31,63.515,26,0
1563,300,0,1.0,0,0.22,4.198,26,0
1564,100,0,1.4,0,0.28,1.753,26,0
1565,100,0,1.2,0,0.29,128.076,27,0
1566,200,0,0.8,0,0.29,33.741,18,0
1567,200,0,0.8,0,0.26,1.007,18,0
1568,200,0,0.8,0,0.19,48.047,25,0
1569,100,0,0.8,0,0.24,78.826,25,0
1570,300,0,1.3,0,0.27,8.597,22,0
1571,300,0,1.4,0,0.29,10.03,29,0
1572,100,0,1.4,0,0.26,27.322,18,0
1573,100,0,1.4,1,0.23,64.647,22,0
1574,100,1,1.4,0,0.27,61.644,20,0
1575,150,1,0.8,0,0.23,50.336,20,0
1576,200,1,0.8,0,0.32,4.57,20,0
1577,200,1,1.3,0,0.27,1.737,20,0
1578,200,1,0.8,0,0.16,8.148,20,0
1579,200,1,0.801,0,0.22,2.253,20,0
1580,200,1,0.802,0,0.19,5.802,20,0
1581,200,1,0.803,0,0.25,2.352,20,0
1582,200,1,0.805,1,0.22,1.215,20,0
1583,200,1,0.806,0,0.28,5.843,20,0
1584,200,1,0.807,0,0.29,0.143,20,0
1585,200,6,1.7,0,0.26,5.294,16,0
1586,200,0,0.8,0,0.26,1.007,18,0
1587,200,0,0.8,0,0.19,48.047,25,0
1588,100,0,0.8,0,0.24,78.826,25,0
1589,300,0,1.3,0,0.27,8.597,22,0
1590,300,0,1.4,0,0.29,10.03,29,0
1591,100,0,1.4,0,0.26,27.322,18,0
1592,100,0,1.4,1,0.23,64.647,22,0
1593,100,6,1.4,0,0.27,61.644,20,0
1594,150,6,0.8,0,0.23,50.336,20,0
1595,200,6,0.8,0,0.32,4.57,20,0
1596,200,6,1.3,0,0.27,1.737,20,0
1597,200,6,0.8,0,0.16,8.148,20,0
1598,200,6,0.801,0,0.22,2.253,20,0
1599,200,6,0.802,0,0.19,5.802,20,0
1600,200,6,0.803,0,0.25,2.352,20,0
1601,200,6,0.805,1,0.22,1.215,20,0
1602,200,6,0.806,0,0.28,5.843,20,0
1603,200,6,0.807,0,0.29,0.143,20,0
1604,200,6,1.7,0,0.26,5.294,16,0
1605,200,6,1.9,0,0.31,3.401,14,0
1606,200,6,1.9,0,0.22,2.088,14,0
1607,200,6,1.8,0,0.18,1.654,14,0
1608,400,5,0.5,0,0.17,3.318,7,0
1609,600,5,0.8,0,0.23,0.865,25,0
1610,600,3,1.1,0,0.24,4.077,40,0
1611,600,3,1.2,0,0.23,2.487,29,0
1612,600,2,1.201,0,0.19,3.524,27,0
1613,600,2,1.202,0,0.36,1.151,26,0
1614,600,4,0.8,0,0.25,2.263,26,0
1615,600,4,0.4,0,0.19,6.309,14,0
1616,500,4,0.5,0,0.31,1.331,14,0
1617,500,4,0.4,0,0.19,1.281,23,0
1618,500,4,0.3,0,0.15,4.809,18,0
1619,500,4,0.4,0,0.19,1.436,18,0
1620,500,4,1.1,0,0.33,1.005,25,0
1621,100,4,1.4,0,0.32,63.515,26,0
1622,300,4,1.0,0,0.38,4.198,26,0
1623,100,4,1.4,0,0.24,1.753,26,0
1624,100,4,1.2,0,0.25,128.076,27,0
1625,200,4,0.8,0,0.24,33.741,18,0
1626,200,4,0.8,0,0.23,1.007,18,0
1627,200,0,0.8,0,0.29,48.047,25,0
1628,100,0,0.8,0,0.36,78.826,25,0
1629,300,0,1.3,0,0.25,8.597,22,0
1630,300,0,1.4,0,0.19,10.03,29,0
1631,100,0,1.4,0,0.22,27.322,18,0
1632,100,0,1.4,1,0.31,64.647,22,0
1633,100,1,1.4,0,0.15,61.644,20,0
1634,150,1,0.8,0,0.32,50.336,20,0
1635,200,1,0.8,0,0.33,4.57,20,0
1636,200,1,1.3,0,0.31,1.737,20,0
1637,200,1,0.8,0,0.22,8.148,20,0
1638,200,1,0.801,0,0.28,2.253,20,0
1639,200,1,0.802,0,0.29,5.802,20,0
1640,200,1,0.803,0,0.29,2.352,20,0
1641,200,1,0.805,1,0.21,1.215,20,0
1642,200,1,0.806,0,0.29,5.843,20,0
1643,200,1,0.807,0,0.26,0.143,20,0
1644,200,6,1.7,0,0.22,5.294,16,0
1645,200,6,1.9,0,0.28,3.401,14,0
1646,200,6,1.9,0,0.39,2.088,14,0
1647,200,6,1.8,0,0.22,1.654,14,0
1648,400,6,0.5,0,0.36,3.318,7,0
1649,600,6,0.8,0,0.22,0.865,25,0
1650,600,6,1.1,0,0.21,4.077,40,0
1651,600,6,1.2,0,0.19,2.487,29,0
1652,600,6,1.201,0,0.25,3.524,27,0
1653,600,6,1.202,0,0.29,1.151,26,0
1654,600,4,0.8,0,0.32,2.263,26,0
1655,600,4,0.4,0,0.33,6.309,14,0
1656,500,4,0.5,0,0.32,1.331,14,0
1657,500,4,0.4,0,0.38,1.281,23,0
1658,500,4,0.3,0,0.24,4.809,18,0
1659,500,4,0.4,0,0.25,1.436,18,0
1660,500,4,1.1,0,0.23,1.005,25,0
1661,500,4,1.2,1,0.31,1.427,29,0
1662,600,4,1.1,0,0.29,1.436,29,0
1663,50,4,1.2,0,0.23,2.132,26,0
1664,50,1,0.8,0,0.16,8.148,20,0
1665,50,1,0.801,0,0.22,2.253,20,0
1666,50,1,0.802,0,0.19,5.802,20,0
1667,50,1,0.803,0,0.25,2.352,20,0
1668,50,1,0.805,1,0.22,1.215,20,0
1669,50,1,0.806,0,0.28,5.843,20,0
1670,50,1,0.807,0,0.29,0.143,20,0
1671,50,6,1.7,0,0.26,5.294,16,0
1672,50,6,1.9,0,0.31,3.401,14,0
1673,50,6,1.9,0,0.22,2.088,14,0
1674,50,6,1.8,0,0.18,1.654,14,0
1675,50,5,0.5,0,0.17,3.318,7,0
1676,50,5,0.8,0,0.23,0.865,25,0
1677,50,3,1.1,0,0.24,4.077,40,0
1678,50,3,1.2,0,0.23,2.487,29,0
1679,50,2,1.201,0,0.19,3.524,27,0
1680,50,2,1.202,0,0.36,1.151,26,0
1681,50,4,0.8,0,0.25,2.263,26,0
1682,50,2,0.4,0,0.19,6.309,14,0
1683,50,2,0.5,0,0.31,1.331,14,0
1684,50,2,0.4,0,0.19,1.281,23,0
1685,50,2,0.3,0,0.15,4.809,18,0
1686,50,2,0.4,0,0.19,1.436,18,0
1687,50,0,1.1,0,0.33,1.005,25,0
1688,50,0,1.4,0,0.32,63.515,26,0
1689,50,0,1.0,0,0.38,4.198,26,0
1690,50,0,1.4,0,0.24,1.753,26,0
1691,50,0,1.2,0,0.25,128.076,27,0
1692,50,0,0.8,0,0.24,33.741,18,0
1693,50,0,0.8,0,0.23,1.007,18,0
1694,50,0,0.8,0,0.29,48.047,25,0
1695,50,0,0.8,0,0.36,78.826,25,0
1696,50,0,1.3,0,0.25,8.597,22,0
1697,50,0,1.4,0,0.19,10.03,29,0
1698,50,0,1.4,0,0.22,27.322,18,0
1699,50,0,1.4,1,0.31,64.647,22,0
1700,50,1,1.4,0,0.15,61.644,20,0
1701,50,1,0.8,0,0.32,50.336,20,0
1702,50,1,0.8,0,0.33,4.57,20,0
1703,50,1,1.3,0,0.31,1.737,20,0
1704,50,1,0.8,0,0.22,8.148,20,0
1705,50,1,0.801,0,0.28,2.253,20,0
1706,50,1,0.802,0,0.29,5.802,20,0
1707,50,1,0.803,0,0.29,2.352,20,0
1708,50,1,0.805,1,0.21,1.215,20,0
1709,50,1,0.806,0,0.29,5.843,20,0
1710,50,1,0.807,0,0.26,0.143,20,0
1711,50,6,1.7,0,0.22,5.294,16,0
1712,200,6,1.9,0,0.28,3.401,14,0
1713,200,6,1.9,0,0.39,2.088,14,0
1714,200,6,1.8,0,0.22,1.654,14,0
1715,400,5,0.5,0,0.36,3.318,7,0
1716,400,5,0.8,0,0.22,0.865,25,0
1717,400,3,1.1,0,0.21,4.077,40,0
1718,400,3,1.2,0,0.19,2.487,29,0
1719,400,2,1.201,0,0.25,3.524,27,0
1720,400,2,1.202,0,0.29,1.151,26,0
1721,400,4,0.8,0,0.32,2.263,26,0
1722,400,2,0.4,0,0.33,6.309,14,0
1723,400,2,0.5,0,0.32,1.331,14,0
1724,500,2,0.4,0,0.38,1.281,23,0
1725,500,2,0.3,0,0.24,4.809,18,0
1726,500,2,0.4,0,0.25,1.436,18,0
1727,500,0,1.1,0,0.23,1.005,25,0
1728,500,0,1.2,1,0.31,1.427,29,0
1729,500,0,1.1,0,0.29,1.436,29,0
1730,500,2,1.2,0,0.23,2.132,26,0
1731,500,2,1.1,1,0.22,1.143,26,0
1732,500,2,1.1,0,0.37,1.124,14,0
1733,500,2,1.2,0,0.16,0.937,23,0
1734,500,2,1.1,0,0.22,0.667,18,0
1735,500,2,0.5,0,0.29,0.951,18,0
1736,500,2,1.4,0,0.23,1.291,18,0
1737,500,2,0.4,0,0.21,0.325,18,0
1738,500,1,1.803,0,0.28,2.352,20,0
1739,500,1,0.806,0,0.26,5.843,20,0
1740,500,1,0.807,0,0.19,0.143,20,0
1741,500,6,0.808,0,0.34,25.714,24,0
1742,500,6,0.5,1,0.27,14.2,22,0
1743,500,6,1.3,0,0.26,5.843,37,0
1744,500,6,1.2,0,0.23,13.3,27,0
1745,500,6,1.1,0,0.34,6.679,24,0
1746,500,6,1.2,0,0.23,2.122,25,0
1747,500,5,0.9,0,0.26,0.65,36,0
1748,500,6,1.7,0,0.32,5.294,16,0
1749,500,6,1.9,0,0.16,3.401,14,0
1750,500,6,1.9,0,0.22,2.088,14,0
1751,500,3,1.1,0,0.19,4.077,40,0
1752,500,3,1.2,0,0.24,2.487,29,0
1753,500,2,1.201,0,0.31,3.524,27,0
1754,500,2,1.202,0,0.22,1.151,26,0
1755,500,4,1.1,0,0.29,4.077,24,0
1756,500,4,1.201,0,0.26,3.524,21,0
1757,500,4,1.202,0,0.33,1.151,21,0
1758,500,4,0.8,0,0.21,2.263,21,0
1759,500,3,1.1,0,0.33,4.077,40,0
1760,500,3,1.2,0,0.35,2.487,29,0
1761,500,2,1.201,0,0.32,3.524,27,0
1762,500,2,1.202,0,0.29,1.151,26,0
1763,500,4,0.8,0,0.25,2.263,26,0
1764,500,3,1.1,0,0.24,4.077,40,0
1765,500,3,1.2,0,0.27,2.487,29,0
1766,500,2,1.1,0,0.19,3.524,27,0
1767,500,2,1.1,0,0.26,1.151,26,0
1768,50,4,1.2,0,0.33,2.263,20,0
1769,50,4,1.1,0,0.32,5.843,22,0
1770,50,4,1.1,0,0.37,0.143,22,0
1771,50,4,1.2,0,0.25,25.714,26,0
1772,150,4,1.1,0,0.34,14.2,26,0
1773,150,4,1.1,0,0.32,13.3,26,0
1774,150,4,0.5,0,0.19,1.4,26,0
1775,300,0,1.3,0,0.35,8.597,22,0
1776,300,0,1.4,0,0.24,10.03,29,0
1777,100,0,1.4,0,0.17,27.322,18,0
1778,100,0,1.4,1,0.29,64.647,22,0
1779,100,1,1.4,0,0.23,61.644,20,0
1780,150,1,0.8,0,0.34,50.336,20,0
1781,200,1,0.8,0,0.26,4.57,20,0
1782,100,1,1.0,1,0.31,82.457,28,0
1783,100,1,1.4,0,0.22,61.644,20,0
1784,100,1,1.2,1,0.28,1.74,20,0
1785,150,1,0.8,0,0.29,50.336,20,0
1786,200,1,0.8,0,0.29,4.57,20,0
1787,200,1,1.3,0,0.26,1.737,20,0
1788,200,1,0.8,0,0.19,8.148,20,0
1789,200,1,0.801,0,0.24,2.253,20,0
1790,200,1,0.802,0,0.27,5.802,20,0
1791,200,1,0.803,0,0.29,2.352,20,0
1792,200,1,0.804,1,0.26,72.041,30,0
1793,200,1,0.805,1,0.33,1.215,20,0
1794,200,1,0.806,0,0.26,5.843,20,0
1795,200,1,0.807,0,0.31,0.143,20,0
1796,200,1,0.808,0,0.31,0.144,20,0
1797,200,1,0.801,0,0.28,2.253,20,0
1798,200,1,0.802,0,0.29,5.802,20,0
1799,200,1,0.903,0,0.23,2.352,20,0
1800,200,1,0.805,1,0.23,1.215,20,0
1801,200,1,0.806,0,0.25,5.843,20,0
1802,200,1,1.6,0,0.23,9.585,27,0
1803,200,1,1.7,0,0.32,2.495,26,0
1804,200,1,1.3,1,0.27,0.74,26,0
1805,200,1,1.2,1,0.16,6.861,26,0
1806,200,1,1.2,0,0.22,1.403,26,0
1807,100,1,1.4,0,0.31,63.515,26,0
1808,300,1,1.0,0,0.22,4.198,26,0
1809,100,1,1.4,0,0.28,1.753,26,0
1810,100,1,1.2,0,0.29,128.076,27,0
1811,200,1,0.8,0,0.29,33.741,18,0
1812,200,1,0.8,0,0.26,1.007,18,0
1813,200,1,0.8,0,0.19,48.047,25,0
1814,100,1,0.8,0,0.24,78.826,25,0
1815,300,1,1.3,0,0.27,8.597,22,0
1816,200,6,1.1,0,0.32,6.679,25,0
1817,200,6,1.2,0,0.27,3.531,40,0
1818,200,5,1.1,0,0.16,2.88,60,0
1819,200,5,0.9,0,0.22,0.35,35,0
1820,200,6,1.5,1,0.29,3.898,17,0
1821,200,5,1.6,1,0.2,10.932,13,0
1822,500,6,1.5,1,0.29,34.717,14,0
1823,200,5,0.5,0,0.26,3.992,35,0
1824,200,2,0.9,0,0.35,1.016,23,0
1825,200,1,0.8,0,0.23,3.566,21,0
1826,200,1,0.8,1,0.25,0.74,26,0
1827,200,0,1.2,0,0.31,26.912,29,0
1828,600,0,1.8,1,0.34,85.212,26,0
1829,100,1,1.0,1,0.22,82.457,28,0
1830,100,1,1.2,1,0.31,1.74,20,0
1831,200,1,0.804,1,0.19,72.041,30,0
1832,200,1,0.806,0,0.24,5.843,20,0
1833,200,6,0.808,0,0.29,25.714,35,0
1834,200,6,0.5,1,0.26,184.862,28,0
1835,200,6,0.5,0,0.23,0.62,37,0
1836,200,6,1.1,0,0.25,5.843,40,0
1837,200,6,1.1,0,0.34,13.3,27,0
1838,200,6,1.1,0,0.26,6.679,25,0
1839,200,6,1.2,0,0.22,3.531,40,0
1840,200,5,1.1,0,0.22,2.88,60,0
1841,200,5,0.9,0,0.31,0.35,35,0
1842,200,6,1.5,1,0.29,3.898,17,0
1843,200,5,1.6,1,0.3,10.932,13,0
1844,50,6,1.5,1,0.32,34.717,14,0
1845,200,5,0.5,0,0.19,3.992,35,0
1846,200,5,0.5,0,0.35,15.666,28,0
1847,100,5,0.5,0,0.24,18.884,37,0
1848,100,5,0.3,1,0.17,4.663,40,0
1849,400,5,0.8,1,0.26,1.074,15,0
1850,600,5,0.8,1,0.23,0.414,40,0
1851,600,1,0.4,1,0.3,1.426,24,0
1852,500,0,1.8,0,0.32,70.13,23,0
1853,500,0,1.1,1,0.35,1.056,25,0
1854,50,2,1.1,1,0.29,2.664,27,0
1855,100,1,1.0,1,0.29,82.457,28,0
1856,200,1,0.804,1,0.29,72.041,30,0
1857,50,1,0.805,0,0.26,1.215,20,0
1858,200,4,0.5,0,0.32,0.62,37,0
1859,200,5,1.1,0,0.29,1.88,22,0
1860,200,6,1.5,1,0.23,3.898,17,0
1861,200,5,1.6,1,0.25,10.932,13,0
1862,200,4,1.8,0,0.23,20.244,26,0
1863,150,4,1.2,0,0.34,2.487,21,0
1864,150,4,1.1,0,0.29,0.62,20,0
1865,150,4,1.2,0,0.26,5.843,20,0
1866,100,1,1.0,1,0.2,82.457,28,0
1867,100,1,1.2,1,0.22,1.74,20,0
1868,200,1,0.804,1,0.25,72.041,30,0
1869,200,6,0.808,0,0.24,25.714,35,0
1870,200,6,0.5,1,0.18,184.862,28,0
1871,200,6,0.5,0,0.29,0.62,37,0
1872,200,6,1.1,0,0.26,5.843,40,0
1873,200,6,1.1,0,0.23,13.3,27,0
1874,200,6,1.1,0,0.32,6.679,25,0
1875,200,6,1.2,0,0.27,3.531,40,0
1876,200,5,1.1,0,0.16,2.88,60,0
1877,200,5,0.9,0,0.22,0.35,35,0
1878,200,6,1.5,1,0.29,3.898,17,0
1879,200,5,1.6,1,0.2,10.932,13,0
1880,100,0,1.4,0,0.26,27.322,18,0
1881,100,0,1.4,1,0.23,64.647,22,0
1882,100,1,1.4,0,0.27,61.644,20,0
1883,150,1,0.8,0,0.23,50.336,20,0
1884,200,1,0.8,0,0.32,4.57,20,0
1885,200,1,1.3,0,0.27,1.737,20,0
1886,200,1,0.9,0,0.16,8.148,20,0
1887,200,1,0.801,0,0.22,2.253,20,0
1888,200,1,0.802,0,0.19,5.802,20,0
1889,200,1,0.803,0,0.25,2.352,20,0
1890,200,1,0.803,1,0.22,1.215,20,0
1891,200,1,0.806,0,0.28,5.843,20,0
1892,200,1,0.507,0,0.29,0.143,20,0
1893,200,6,0.5,0,0.31,0.62,37,0
1894,200,6,1.1,0,0.29,5.843,40,0
1895,200,6,1.7,0,0.26,5.294,16,0
1896,200,6,1.9,0,0.31,3.401,14,0
1897,200,1,0.802,0,0.31,5.802,20,0
1898,200,1,0.803,0,0.23,2.352,20,0
1899,200,1,0.805,1,0.32,1.215,20,0
1900,200,2,1.4,0,0.25,5.477,6,0
1901,200,2,1.3,0,0.32,2.773,22,0
1902,200,2,0.4,0,0.19,11.464,15,0
1903,200,2,1.2,0,0.24,10.287,16,0
1904,200,2,0.8,0,0.17,13.247,16,0
1905,200,2,0.8,0,0.29,5.122,15,0
1906,200,1,0.8,0,0.26,11.511,15,0
1907,200,1,0.8,0,0.23,3.566,21,0
1908,200,1,1.2,1,0.34,6.861,26,0
1909,200,1,1.2,0,0.26,3.524,29,0
1910,200,1,1.3,0,0.22,3.327,30,0
1911,200,0,1.2,0,0.22,4.541,26,0
1912,200,0,1.2,0,0.29,3.13,29,0
1913,200,0,1.6,0,0.3,9.585,27,0
1914,200,0,1.7,0,0.29,2.495,26,0
